who,outfit,rain,frame,asset,index,sx,sy,sw,sh,dx,dy,dw,dh,view_w,view_h,scale_x,scale_y,opaque_width,opaque_height,opaque_pixels,clipped_pixels,clip_percent,anisotropic
husband,default,False,29,husband-personal,5,297,341,175,322,10.114369501466275,6.7408797653958885,51.77126099706745,95.25912023460411,72,104,0.2958357771260997,0.2958357771260997,51.77126099706745,95.25912023460411,34298,0,0.0,False
husband,default,False,30,husband-personal,6,553,341,175,322,10.114369501466275,6.7408797653958885,51.77126099706745,95.25912023460411,72,104,0.2958357771260997,0.2958357771260997,51.77126099706745,95.25912023460411,34271,0,0.0,False
husband,default,False,31,husband-personal,7,779,341,232,322,1.683049853372431,6.7408797653958885,68.63390029325514,95.25912023460411,72,104,0.2958357771260997,0.2958357771260997,68.63390029325514,95.25912023460411,38823,0,0.0,False
husband,default,False,32,husband-personal,8,42,682,197,315,6.860175953079178,8.811730205278593,58.279648093841644,93.1882697947214,72,104,0.2958357771260997,0.2958357771260997,58.279648093841644,93.1882697947214,36256,0,0.0,False
husband,default,False,33,husband-personal,9,296,707,204,290,5.824750733137829,16.20762463343108,60.35049853372434,85.79237536656892,72,104,0.2958357771260997,0.2958357771260997,60.35049853372434,85.79237536656892,34926,0,0.0,False
husband,default,False,34,husband-personal,10,544,686,198,310,6.712258064516128,10.290909090909096,58.575483870967744,91.7090909090909,72,104,0.2958357771260997,0.2958357771260997,58.575483870967744,91.7090909090909,38733,0,0.0,False
husband,default,False,35,husband-personal,11,800,689,189,307,8.043519061583577,11.178416422287384,55.912961876832846,90.82158357771262,72,104,0.2958357771260997,0.2958357771260997,55.912961876832846,90.82158357771262,38476,0,0.0,False
husband,default,False,36,kiss,0,0,0,256,341,-1.8669794721407627,1.1200000000000045,75.73395894428153,100.88,72,104,0.2958357771260997,0.2958357771260997,56.208797653958946,97.3299706744868,31046,0,0.0,False
husband,default,False,37,kiss,1,256,0,256,341,-1.8669794721407627,1.1200000000000045,75.73395894428153,100.88,72,104,0.2958357771260997,0.2958357771260997,55.025454545454544,97.0341348973607,30729,0,0.0,False
husband,default,False,38,kiss,2,512,0,256,341,-1.8669794721407627,1.1200000000000045,75.73395894428153,100.88,72,104,0.2958357771260997,0.2958357771260997,54.13794721407625,97.3299706744868,30833,0,0.0,False
husband,default,False,39,kiss,3,768,0,256,341,-1.8669794721407627,1.1200000000000045,75.73395894428153,100.88,72,104,0.2958357771260997,0.2958357771260997,47.92539589442815,97.921642228739,28975,0,0.0,False
husband,default,False,40,parachutes,1,512,0,512,512,-14.439999999999998,1.1200000000000045,100.88,100.88,72,104,0.19703125,0.19703125,90.63437499999999,96.15124999999999,88723,767,0.8644883513857737,False
husband,default,False,41,parachutes,2,1024,0,512,512,-14.439999999999998,1.1200000000000045,100.88,100.88,72,104,0.19703125,0.19703125,69.94609375,93.786875,88251,404,0.4577851809044657,False
husband,default,False,42,peeking,0,0,0,512,512,0,0,38.0,44.0,38,44,0.07421875,0.0859375,28.9453125,42.453125,117348,0,0.0,True
husband,default,False,43,peeking,1,512,0,512,512,0,0,38.0,44.0,38,44,0.07421875,0.0859375,28.9453125,42.453125,117316,0,0.0,True
husband,default,False,44,cooling,0,0,0,384,512,-1.8299999999999983,1.1200000000000045,75.66,100.88,72,104,0.19703125,0.19703125,40.5884375,89.84625,59156,0,0.0,False
husband,default,False,45,cooling,1,384,0,384,512,-1.8299999999999983,1.1200000000000045,75.66,100.88,72,104,0.19703125,0.19703125,49.651875,89.4521875,61005,0,0.0,False
husband,default,False,46,cooling,2,768,0,384,512,-1.8299999999999983,1.1200000000000045,75.66,100.88,72,104,0.19703125,0.19703125,54.18359375,76.25109375,62425,0,0.0,False
husband,default,False,47,cooling,3,1152,0,384,512,-1.8299999999999983,1.1200000000000045,75.66,100.88,72,104,0.19703125,0.19703125,60.685624999999995,74.08375,62716,0,0.0,False
husband,default,False,48,husband-idle,0,0,0,256,384,2.373333333333335,1.1200000000000045,67.25333333333333,100.88,72,104,0.2627083333333333,0.2627083333333333,52.27895833333333,66.72791666666666,30021,0,0.0,False
husband,default,False,49,husband-idle,1,256,0,256,384,2.373333333333335,1.1200000000000045,67.25333333333333,100.88,72,104,0.2627083333333333,0.2627083333333333,51.49083333333333,68.30416666666666,31583,0,0.0,False
husband,default,False,50,husband-idle,2,512,0,256,384,2.373333333333335,1.1200000000000045,67.25333333333333,100.88,72,104,0.2627083333333333,0.2627083333333333,51.228125,68.30416666666666,30711,0,0.0,False
husband,default,False,51,husband-idle,3,768,0,256,384,2.373333333333335,1.1200000000000045,67.25333333333333,100.88,72,104,0.2627083333333333,0.2627083333333333,47.024791666666665,66.990625,30808,0,0.0,False
husband,default,False,52,husband-idle,4,0,384,256,384,2.373333333333335,1.1200000000000045,67.25333333333333,100.88,72,104,0.2627083333333333,0.2627083333333333,41.50791666666667,80.65145833333332,30544,0,0.0,False
husband,default,False,53,husband-idle,5,256,384,256,384,2.373333333333335,1.1200000000000045,67.25333333333333,100.88,72,104,0.2627083333333333,0.2627083333333333,44.923125,80.38875,31200,0,0.0,False
husband,default,False,54,husband-idle,6,512,384,256,384,2.373333333333335,1.1200000000000045,67.25333333333333,100.88,72,104,0.2627083333333333,0.2627083333333333,47.812916666666666,77.76166666666666,30588,0,0.0,False
husband,default,False,55,husband-idle,7,768,384,256,384,2.373333333333335,1.1200000000000045,67.25333333333333,100.88,72,104,0.2627083333333333,0.2627083333333333,46.76208333333333,78.8125,29982,0,0.0,False
husband,default,False,56,husband-idle,8,0,768,256,384,2.373333333333335,1.1200000000000045,67.25333333333333,100.88,72,104,0.2627083333333333,0.2627083333333333,40.45708333333333,86.69375,30733,0,0.0,False
husband,default,False,57,husband-idle,9,256,768,256,384,2.373333333333335,1.1200000000000045,67.25333333333333,100.88,72,104,0.2627083333333333,0.2627083333333333,42.558749999999996,86.69375,35306,0,0.0,False
husband,default,False,58,husband-idle,10,512,768,256,384,2.373333333333335,1.1200000000000045,67.25333333333333,100.88,72,104,0.2627083333333333,0.2627083333333333,45.97395833333333,86.95645833333333,35657,0,0.0,False
husband,default,False,59,husband-idle,11,768,768,256,384,2.373333333333335,1.1200000000000045,67.25333333333333,100.88,72,104,0.2627083333333333,0.2627083333333333,43.346875,87.481875,35253,0,0.0,False
husband,default,False,60,husband-idle,12,0,1152,256,384,2.373333333333335,1.1200000000000045,67.25333333333333,100.88,72,104,0.2627083333333333,0.2627083333333333,46.499375,82.49041666666666,29563,0,0.0,False
husband,default,False,61,husband-idle,13,256,1152,256,384,2.373333333333335,1.1200000000000045,67.25333333333333,100.88,72,104,0.2627083333333333,0.2627083333333333,45.71125,81.70229166666667,29721,0,0.0,False
husband,default,False,62,husband-idle,14,512,1152,256,384,2.373333333333335,1.1200000000000045,67.25333333333333,100.88,72,104,0.2627083333333333,0.2627083333333333,44.397708333333334,82.49041666666666,29856,0,0.0,False
husband,default,False,63,husband-idle,15,768,1152,256,384,2.373333333333335,1.1200000000000045,67.25333333333333,100.88,72,104,0.2627083333333333,0.2627083333333333,44.135,81.70229166666667,29773,0,0.0,False
husband,default,True,0,rain-default,2,512,0,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,57.09375,64.6875,21756,0,0.0,False
husband,default,True,1,rain-default,3,768,0,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,54.84375,64.6875,20771,0,0.0,False
husband,default,True,2,rain-default,2,512,0,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,57.09375,64.6875,21756,0,0.0,False
husband,default,True,3,rain-default,3,768,0,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,54.84375,64.6875,20771,0,0.0,False
husband,default,True,4,rain-default,0,0,0,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,56.53125,64.96875,21860,0,0.0,False
husband,default,True,5,rain-default,1,256,0,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,56.8125,64.6875,21942,0,0.0,False
husband,default,True,6,rain-default,1,256,0,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,56.8125,64.6875,21942,0,0.0,False
husband,default,True,7,rain-default,0,0,0,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,56.53125,64.96875,21860,0,0.0,False
husband,default,True,8,husband-motion,8,10,694,240,253,0.49970674486803546,27.153548387096777,71.00058651026393,74.84645161290322,72,104,0.2958357771260997,0.2958357771260997,71.00058651026393,74.84645161290322,33438,0,0.0,False
husband,default,True,9,husband-motion,9,264,697,233,276,1.5351319648093806,20.349325513196476,68.92973607038124,81.65067448680352,72,104,0.2958357771260997,0.2958357771260997,68.92973607038124,81.65067448680352,31938,0,0.0,False
husband,default,True,10,husband-motion,10,529,731,227,256,2.4226392961876826,26.266041055718475,67.15472140762463,75.73395894428153,72,104,0.2958357771260997,0.2958357771260997,67.15472140762463,75.73395894428153,33785,0,0.0,False
husband,default,True,11,husband-motion,11,822,686,170,307,10.853958944281526,11.178416422287384,50.29208211143695,90.82158357771262,72,104,0.2958357771260997,0.2958357771260997,50.29208211143695,90.82158357771262,30571,0,0.0,False
husband,default,True,12,rain-default,5,256,256,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,57.375,65.8125,23549,0,0.0,False
husband,default,True,13,rain-default,5,256,256,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,57.375,65.8125,23549,0,0.0,False
husband,default,True,14,rain-default,5,256,256,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,57.375,65.8125,23549,0,0.0,False
husband,default,True,15,rain-default,0,0,0,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,56.53125,64.96875,21860,0,0.0,False
husband,default,True,16,rain-default,0,0,0,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,56.53125,64.96875,21860,0,0.0,False
husband,default,True,17,rain-default,0,0,0,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,56.53125,64.96875,21860,0,0.0,False
husband,default,True,18,rain-default,0,0,0,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,56.53125,64.96875,21860,0,0.0,False
husband,default,True,19,rain-default,0,0,0,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,56.53125,64.96875,21860,0,0.0,False
husband,default,True,20,rain-default,10,512,512,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,57.65625,65.53125,24206,0,0.0,False
husband,default,True,21,rain-default,10,512,512,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,57.65625,65.53125,24206,0,0.0,False
husband,default,True,22,rain-default,10,512,512,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,57.65625,65.53125,24206,0,0.0,False
husband,default,True,23,rain-default,8,0,512,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,58.21875,65.53125,24161,0,0.0,False
husband,default,True,24,rain-default,4,0,256,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,57.09375,65.8125,23189,0,0.0,False
husband,default,True,25,rain-default,4,0,256,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,57.09375,65.8125,23189,0,0.0,False
husband,default,True,26,rain-default,4,0,256,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,57.09375,65.8125,23189,0,0.0,False
husband,default,True,27,rain-default,4,0,256,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,57.09375,65.8125,23189,0,0.0,False
husband,default,True,28,rain-default,6,512,256,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,57.65625,63.0,24849,0,0.0,False
husband,default,True,29,rain-default,6,512,256,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,57.65625,63.0,24849,0,0.0,False
husband,default,True,30,rain-default,6,512,256,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,57.65625,63.0,24849,0,0.0,False
husband,default,True,31,rain-default,6,512,256,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,57.65625,63.0,24849,0,0.0,False
husband,default,True,32,rain-default,11,768,512,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,56.53125,63.84375,25575,0,0.0,False
husband,default,True,33,rain-default,11,768,512,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,56.53125,63.84375,25575,0,0.0,False
husband,default,True,34,rain-default,11,768,512,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,56.53125,63.84375,25575,0,0.0,False
husband,default,True,35,rain-default,11,768,512,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,56.53125,63.84375,25575,0,0.0,False
husband,default,True,36,rain-default,7,768,256,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,54.5625,64.125,21247,0,0.0,False
husband,default,True,37,rain-default,7,768,256,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,54.5625,64.125,21247,0,0.0,False
husband,default,True,38,rain-default,7,768,256,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,54.5625,64.125,21247,0,0.0,False
husband,default,True,39,rain-default,0,0,0,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,56.53125,64.96875,21860,0,0.0,False
husband,default,True,40,parachutes,1,512,0,512,512,-14.439999999999998,1.1200000000000045,100.88,100.88,72,104,0.19703125,0.19703125,90.63437499999999,96.15124999999999,88723,767,0.8644883513857737,False
husband,default,True,41,parachutes,2,1024,0,512,512,-14.439999999999998,1.1200000000000045,100.88,100.88,72,104,0.19703125,0.19703125,69.94609375,93.786875,88251,404,0.4577851809044657,False
husband,default,True,42,peeking,0,0,0,512,512,0,0,38.0,44.0,38,44,0.07421875,0.0859375,28.9453125,42.453125,117348,0,0.0,True
husband,default,True,43,peeking,1,512,0,512,512,0,0,38.0,44.0,38,44,0.07421875,0.0859375,28.9453125,42.453125,117316,0,0.0,True
husband,default,True,44,rain-default,5,256,256,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,57.375,65.8125,23549,0,0.0,False
husband,default,True,45,rain-default,5,256,256,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,57.375,65.8125,23549,0,0.0,False
husband,default,True,46,rain-default,11,768,512,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,56.53125,63.84375,25575,0,0.0,False
husband,default,True,47,rain-default,9,256,512,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,56.53125,60.75,23255,0,0.0,False
husband,default,True,48,rain-default,9,256,512,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,56.53125,60.75,23255,0,0.0,False
husband,default,True,49,rain-default,6,512,256,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,57.65625,63.0,24849,0,0.0,False
husband,default,True,50,rain-default,6,512,256,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,57.65625,63.0,24849,0,0.0,False
husband,default,True,51,rain-default,9,256,512,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,56.53125,60.75,23255,0,0.0,False
husband,default,True,52,rain-default,0,0,0,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,56.53125,64.96875,21860,0,0.0,False
husband,default,True,53,rain-default,5,256,256,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,57.375,65.8125,23549,0,0.0,False
husband,default,True,54,rain-default,5,256,256,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,57.375,65.8125,23549,0,0.0,False
husband,default,True,55,rain-default,0,0,0,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,56.53125,64.96875,21860,0,0.0,False
husband,default,True,56,rain-default,0,0,0,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,56.53125,64.96875,21860,0,0.0,False
husband,default,True,57,rain-default,10,512,512,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,57.65625,65.53125,24206,0,0.0,False
husband,default,True,58,rain-default,10,512,512,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,57.65625,65.53125,24206,0,0.0,False
husband,default,True,59,rain-default,1,256,0,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,56.8125,64.6875,21942,0,0.0,False
husband,default,True,60,rain-default,2,512,0,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,57.09375,64.6875,21756,0,0.0,False
husband,default,True,61,rain-default,3,768,0,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,54.84375,64.6875,20771,0,0.0,False
husband,default,True,62,rain-default,2,512,0,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,57.09375,64.6875,21756,0,0.0,False
husband,default,True,63,rain-default,3,768,0,256,256,0.0,30.0,72.0,72.0,72,104,0.28125,0.28125,54.84375,64.6875,20771,0,0.0,False
husband,cold,False,0,weather-cold,2,512,0,256,256,-14.439999999999998,1.1200000000000045,100.88,100.88,72,104,0.3940625,0.3940625,56.3509375,99.30375,25793,0,0.0,False
husband,cold,False,1,weather-cold,3,768,0,256,256,-14.439999999999998,1.1200000000000045,100.88,100.88,72,104,0.3940625,0.3940625,53.9865625,98.515625,25303,0,0.0,False
husband,cold,False,2,weather-cold,2,512,0,256,256,-14.439999999999998,1.1200000000000045,100.88,100.88,72,104,0.3940625,0.3940625,56.3509375,99.30375,25793,0,0.0,False
husband,cold,False,3,weather-cold,3,768,0,256,256,-14.439999999999998,1.1200000000000045,100.88,100.88,72,104,0.3940625,0.3940625,53.9865625,98.515625,25303,0,0.0,False
husband,cold,False,4,weather-cold,0,0,0,256,256,-14.439999999999998,1.1200000000000045,100.88,100.88,72,104,0.3940625,0.3940625,53.5925,99.30375,25272,1138,4.5030072807850585,False
husband,cold,False,5,weather-cold,1,256,0,256,256,-14.439999999999998,1.1200000000000045,100.88,100.88,72,104,0.3940625,0.3940625,52.804375,99.30375,25157,0,0.0,False
husband,cold,False,6,weather-cold,1,256,0,256,256,-14.439999999999998,1.1200000000000045,100.88,100.88,72,104,0.3940625,0.3940625,52.804375,99.30375,25157,0,0.0,False
husband,cold,False,7,weather-cold,0,0,0,256,256,-14.439999999999998,1.1200000000000045,100.88,100.88,72,104,0.3940625,0.3940625,53.5925,99.30375,25272,1138,4.5030072807850585,False
husband,cold,False,8,weather-cold,8,0,512,256,256,-14.439999999999998,1.1200000000000045,100.88,100.88,72,104,0.3940625,0.3940625,81.965,100.88,29426,3880,13.185618160810169,False
husband,cold,False,9,weather-cold,8,0,512,256,256,-14.439999999999998,1.1200000000000045,100.88,100.88,72,104,0.3940625,0.3940625,81.965,100.88,29426,3880,13.185618160810169,False
husband,cold,False,10,weather-cold,8,0,512,256,256,-14.439999999999998,1.1200000000000045,100.88,100.88,72,104,0.3940625,0.3940625,81.965,100.88,29426,3880,13.185618160810169,False
husband,cold,False,11,weather-cold,8,0,512,256,256,-14.439999999999998,1.1200000000000045,100.88,100.88,72,104,0.3940625,0.3940625,81.965,100.88,29426,3880,13.185618160810169,False
husband,cold,False,12,weather-cold,5,256,256,256,256,-14.439999999999998,1.1200000000000045,100.88,100.88,72,104,0.3940625,0.3940625,65.41437499999999,100.88,27225,536,1.9687786960514233,False
husband,cold,False,13,weather-cold,5,256,256,256,256,-14.439999999999998,1.1200000000000045,100.88,100.88,72,104,0.3940625,0.3940625,65.41437499999999,100.88,27225,536,1.9687786960514233,False
husband,cold,False,14,weather-cold,5,256,256,256,256,-14.439999999999998,1.1200000000000045,100.88,100.88,72,104,0.3940625,0.3940625,65.41437499999999,100.88,27225,536,1.9687786960514233,False
husband,cold,False,15,weather-cold,0,0,0,256,256,-14.439999999999998,1.1200000000000045,100.88,100.88,72,104,0.3940625,0.3940625,53.5925,99.30375,25272,1138,4.5030072807850585,False
husband,cold,False,16,weather-cold,0,0,0,256,256,-14.439999999999998,1.1200000000000045,100.88,100.88,72,104,0.3940625,0.3940625,53.5925,99.30375,25272,1138,4.5030072807850585,False
husband,cold,False,17,weather-cold,0,0,0,256,256,-14.439999999999998,1.1200000000000045,100.88,100.88,72,104,0.3940625,0.3940625,53.5925,99.30375,25272,1138,4.5030072807850585,False
husband,cold,False,18,weather-cold,0,0,0,256,256,-14.439999999999998,1.1200000000000045,100.88,100.88,72,104,0.3940625,0.3940625,53.5925,99.30375,25272,1138,4.5030072807850585,False
husband,cold,False,19,weather-cold,0,0,0,256,256,-14.439999999999998,1.1200000000000045,100.88,100.88,72,104,0.3940625,0.3940625,53.5925,99.30375,25272,1138,4.5030072807850585,False
husband,cold,False,20,weather-cold,10,512,512,256,256,-14.439999999999998,1.1200000000000045,100.88,100.88,72,104,0.3940625,0.3940625,100.88,96.5453125,28588,2705,9.462012033020848,False
husband,cold,False,21,weather-cold,10,512,512,256,256,-14.439999999999998,1.1200000000000045,100.88,100.88,72,104,0.3940625,0.3940625,100.88,96.5453125,28588,2705,9.462012033020848,False
husband,cold,False,22,weather-cold,10,512,512,256,256,-14.439999999999998,1.1200000000000045,100.88,100.88,72,104,0.3940625,0.3940625,100.88,96.5453125,28588,2705,9.462012033020848,False
